"","ID","living_standard_compare_neighbor","living_standard_compare_county","income1","income2","cash_at_home","deposit"
"426","060481319001","3 About The Same","3 About The Same",NA,345,1000,0
"427","060481319002","3 About The Same","3 About The Same",NA,1560,1000,0
"428","060481311001","3 About The Same","5 Much Worse",NA,690,10000,0
"429","060481311002","3 About The Same","5 Much Worse",20000,NA,2000,0
"430","060481324002","3 About The Same","4 A Little Worse",NA,NA,1000,50000
"431","060481324001","3 About The Same","4 A Little Worse",NA,NA,1000,50000
"432","060481132002","3 About The Same","4 A Little Worse",NA,3000,2000,20000
"433","060481132001","3 About The Same","4 A Little Worse",NA,NA,1000,0
"434","060481102001","3 About The Same","4 A Little Worse",NA,NA,500,5000
"435","060481102002","3 About The Same","3 About The Same",NA,NA,300,0
"436","060481136001",NA,NA,NA,NA,NA,NA
"437","060481118001","4 A Little Worse","5 Much Worse",NA,NA,1000,5000
"438","060481109002","4 A Little Worse","5 Much Worse",NA,NA,500,4000
"439","060481109001","4 A Little Worse","5 Much Worse",NA,NA,500,0
"440","060481111002","5 Much Worse","5 Much Worse",NA,1850,1000,6500
"441","060481111001","4 A Little Worse",NA,3000,NA,400,0
"442","060481101002","3 About The Same","5 Much Worse",NA,NA,800,6000
"443","060481101001","3 About The Same","4 A Little Worse",NA,1000,600,10000
"444","060481125002","3 About The Same","3 About The Same",NA,NA,3000,0
"445","060481125001","4 A Little Worse","4 A Little Worse",NA,NA,5000,0
"446","060481107001",NA,NA,NA,NA,NA,NA
"447","060481107002","5 Much Worse","5 Much Worse",NA,900,800,0
"448","060481114002","4 A Little Worse","4 A Little Worse",NA,NA,300,0
"449","060481114001","4 A Little Worse","4 A Little Worse",NA,NA,0,0
"450","060481128002","3 About The Same","4 A Little Worse",15000,NA,150,0
"451","060481128001","3 About The Same","5 Much Worse",NA,NA,100,0
"452","060481104002","3 About The Same","4 A Little Worse",NA,NA,500,5000
"453","060481104001","4 A Little Worse","4 A Little Worse",500,NA,300,0
"454","060481108001","3 About The Same","3 About The Same",NA,800,10000,0
"455","060481123001","4 A Little Worse","4 A Little Worse",NA,NA,10,0
"456","060481124001","5 Much Worse","5 Much Worse",NA,NA,500,0
"457","060481124002","4 A Little Worse","4 A Little Worse",NA,NA,500,0
"458","060481120001","5 Much Worse","3 About The Same",NA,NA,1000,0
"459","060481112001","3 About The Same","5 Much Worse",8000,NA,500,5000
"460","060481112002","4 A Little Worse","5 Much Worse",NA,NA,500,3000
"461","060481133002","3 About The Same","5 Much Worse",4000,NA,500,10000
"462","060481133001","5 Much Worse","5 Much Worse",NA,NA,500,0
"463","060481110001","3 About The Same","3 About The Same",NA,NA,0,30000
"464","060481110002","3 About The Same","3 About The Same",NA,NA,500,10000
"465","060481122002","4 A Little Worse","5 Much Worse",NA,NA,100,8000
"466","060481122001","5 Much Worse","5 Much Worse",NA,NA,300,8000
"467","060481119001","3 About The Same","3 About The Same",30000,NA,2000,30000
"468","060481119002","3 About The Same","3 About The Same",NA,NA,1000,0
"469","060481130002","4 A Little Worse","3 About The Same",NA,NA,3000,20000
"470","060481130001","3 About The Same","3 About The Same",NA,NA,1800,20000
"471","060481106001","4 A Little Worse","5 Much Worse",NA,3000,900,0
"472","060481106002","5 Much Worse","5 Much Worse",NA,NA,400,0
"473","060481127001","4 A Little Worse","5 Much Worse",10000,NA,1500,7000
"474","060481127002","5 Much Worse","5 Much Worse",NA,1000,1500,4000
"475","060481117001",NA,NA,NA,NA,NA,NA
"476","060481117002","5 Much Worse","5 Much Worse",NA,NA,200,0
"477","060481139001",NA,NA,NA,NA,NA,NA
"478","060481139002",NA,NA,NA,NA,NA,NA
"479","060481129001","3 About The Same","3 About The Same",NA,NA,500,0
"480","060481121001","3 About The Same","5 Much Worse",NA,NA,1000,0
"481","060481126002","3 About The Same","4 A Little Worse",NA,NA,9000,40000
"482","060481126001","3 About The Same","5 Much Worse",NA,NA,3000,80000
"483","060481135002","3 About The Same","4 A Little Worse",NA,NA,600,7000
"484","060481135001","4 A Little Worse","4 A Little Worse",NA,NA,0,0
"485","060481138001",NA,NA,NA,NA,350,0
"486","060481134001",NA,NA,NA,NA,NA,NA
"487","060481134002","4 A Little Worse","5 Much Worse",NA,NA,1200,0
"488","060481131002","3 About The Same","5 Much Worse",NA,NA,1000,0
"489","060481131001","3 About The Same","5 Much Worse",NA,NA,1000,0
"490","060481115001","5 Much Worse","5 Much Worse",NA,NA,50,0
"491","060481113002","3 About The Same","5 Much Worse",NA,NA,1000,75000
"492","060481113001","3 About The Same","5 Much Worse",NA,NA,1000,75000
"493","060481103001",NA,NA,NA,NA,NA,NA
"494","060481116001","4 A Little Worse","5 Much Worse",NA,NA,2000,0
"495","060481116002",NA,NA,2000,NA,3000,10000
"496","060481208001","3 About The Same","3 About The Same",20000,NA,500,0
"497","060481208002",NA,NA,NA,NA,NA,NA
"498","060481230001","3 About The Same","3 About The Same",NA,3000,1000,10000
"499","060481230002","3 About The Same","3 About The Same",NA,1000,1000,30000
"500","060481219001","3 About The Same","5 Much Worse",30000,NA,800,0
"501","060481219002","5 Much Worse","5 Much Worse",NA,NA,800,0
"502","060481236002","2 A Little Better","4 A Little Worse",NA,NA,20000,0
"503","060481236001","2 A Little Better","3 About The Same",NA,NA,5000,0
"504","060481238001",NA,NA,NA,NA,500,0
"505","060481223002","4 A Little Worse","4 A Little Worse",NA,NA,5000,100
"506","060481223001","4 A Little Worse","4 A Little Worse",NA,1500,5000,100
"507","060481220001","3 About The Same","3 About The Same",NA,NA,3000,100
"508","060481217002","3 About The Same","3 About The Same",NA,NA,100,10000
"509","060481217001","3 About The Same","3 About The Same",NA,NA,100,100
"510","060481212002","3 About The Same","3 About The Same",NA,NA,1000,0
"511","060481212001","3 About The Same","3 About The Same",NA,NA,1000,0
"512","060481218001",NA,NA,NA,NA,NA,NA
"513","060481218002",NA,NA,NA,NA,NA,NA
"514","060481234001","3 About The Same","3 About The Same",NA,NA,20000,2e+05
"515","060481234002","3 About The Same","3 About The Same",NA,NA,20000,2e+05
"516","060481205002","4 A Little Worse","3 About The Same",NA,NA,2000,20000
"517","060481205001","5 Much Worse","3 About The Same",NA,1000,3000,30000
"518","060481224001","3 About The Same","3 About The Same",NA,2000,5000,0
"519","060481224002","2 A Little Better","3 About The Same",NA,850,1000,0
"520","060481207001","3 About The Same","3 About The Same",NA,NA,10000,50000
"521","060481207002","3 About The Same","3 About The Same",NA,1000,1000,10000
"522","060481228001",NA,NA,NA,NA,NA,NA
"523","060481239002",NA,NA,NA,2800,400,0
"524","060481239001",NA,NA,NA,NA,500,0
"525","060481222002","3 About The Same","4 A Little Worse",NA,NA,400,0
"526","060481222001","3 About The Same","5 Much Worse",NA,NA,400,0
"527","060481231001","3 About The Same","3 About The Same",NA,NA,2000,20000
"528","060481226001","3 About The Same","6 I Do Not Know",NA,1600,300,0
"529","060481226002","3 About The Same","3 About The Same",NA,1500,200,0
"530","060481211002","3 About The Same","4 A Little Worse",NA,NA,7500,0
"531","060481211001","4 A Little Worse","5 Much Worse",NA,NA,100,0
"532","060481213001","4 A Little Worse","5 Much Worse",NA,NA,150,0
"533","060481203001","3 About The Same","3 About The Same",NA,1000,5000,1e+05
"534","060481203002","3 About The Same","4 A Little Worse",NA,NA,3000,20000
"535","060481201001","5 Much Worse","4 A Little Worse",6000,NA,1000,0
"536","060481201002","5 Much Worse","5 Much Worse",NA,NA,2000,0
"537","060481232001","2 A Little Better","3 About The Same",NA,NA,3000,2e+05
"538","060481232002","2 A Little Better","3 About The Same",NA,NA,1000,0
"539","060481209001","3 About The Same","3 About The Same",NA,1500,2000,0
"540","060481233002","3 About The Same","3 About The Same",NA,NA,2000,10000
"541","060481233001","3 About The Same","3 About The Same",NA,NA,2000,10000
"542","060481216001","3 About The Same","3 About The Same",NA,NA,100,100
"543","060481216002","3 About The Same","3 About The Same",NA,NA,100,100
"544","060481221001","3 About The Same","4 A Little Worse",30000,NA,1000,30000
"545","060481221002","4 A Little Worse","2 A Little Better",NA,2000,1000,30000
"546","060481227001","3 About The Same","3 About The Same",5500,NA,500,0
"547","060481237001",NA,NA,30000,NA,6000,20000
"548","060481237002",NA,NA,NA,NA,5000,10000
"549","060481235002","3 About The Same","3 About The Same",NA,1500,500,0
"550","060481235001","3 About The Same","3 About The Same",NA,2100,600,0
"551","060481210002","3 About The Same","3 About The Same",NA,NA,0,0
"552","060481210001",NA,NA,NA,NA,NA,NA
"553","060481202001","3 About The Same","3 About The Same",28000,NA,0,10000
"554","060481202002","3 About The Same","3 About The Same",NA,NA,1000,10000
"555","060481214001","4 A Little Worse","4 A Little Worse",NA,2000,500,0
"556","060481206002","3 About The Same","3 About The Same",10000,NA,2000,0
"557","060481206001","3 About The Same","3 About The Same",NA,NA,2000,0
"558","060481225001","3 About The Same","3 About The Same",NA,NA,1000,90000
"559","060481225002","3 About The Same","3 About The Same",NA,NA,400,15000
"560","060481229002","3 About The Same","3 About The Same",NA,NA,1000,0
"561","060481229001","3 About The Same","3 About The Same",NA,NA,1000,0
"562","060481215001","3 About The Same",NA,NA,NA,0,0
"563","060481215002",NA,NA,NA,NA,NA,NA
"564","060481204002","3 About The Same","4 A Little Worse",NA,NA,200,20000
"565","060481204001","3 About The Same","4 A Little Worse",NA,NA,200,20000
"566","060440116001","5 Much Worse","5 Much Worse",NA,NA,500,0
"567","060440124001","4 A Little Worse","5 Much Worse",NA,NA,500,7000
"568","060440131001",NA,NA,NA,NA,NA,0
"569","060440131002",NA,NA,NA,NA,NA,0
"570","060440109001","3 About The Same","3 About The Same",NA,NA,1000,0
"571","060440109002","2 A Little Better","4 A Little Worse",NA,NA,500,0
"572","060440120002","3 About The Same","3 About The Same",NA,NA,1000,0
"573","060440106002","2 A Little Better","3 About The Same",NA,1500,1000,40000
"574","060440106001","3 About The Same","5 Much Worse",NA,NA,1000,40000
"575","060440102001","2 A Little Better","6 I Do Not Know",NA,NA,3000,0
"576","060440102002","3 About The Same","4 A Little Worse",NA,NA,500,0
"577","060440117002","3 About The Same","4 A Little Worse",NA,NA,1200,25000
"578","060440117001","3 About The Same","4 A Little Worse",NA,NA,1100,0
"579","060440107002",NA,NA,NA,NA,NA,NA
"580","060440107001","3 About The Same","3 About The Same",NA,NA,2000,NA
"581","060440110001","3 About The Same","5 Much Worse",NA,NA,1000,15000
"582","060440110002","3 About The Same","5 Much Worse",NA,NA,1000,0
"583","060440105002","3 About The Same","5 Much Worse",NA,NA,500,0
"584","060440105003",NA,NA,NA,NA,NA,0
"585","060440133001",NA,NA,NA,NA,600,0
"586","060440108001","5 Much Worse","5 Much Worse",NA,NA,3000,3500
"587","060440108002","4 A Little Worse","5 Much Worse",NA,1450,3000,3500
"588","060440127001","4 A Little Worse","5 Much Worse",NA,NA,1000,0
"589","060440112002","5 Much Worse","5 Much Worse",NA,NA,400,0
"590","060440112001","5 Much Worse","5 Much Worse",NA,NA,500,0
"591","060440104001","4 A Little Worse","5 Much Worse",NA,NA,0,0
"592","060440104002","5 Much Worse","6 I Do Not Know",NA,2500,400,0
"593","060440130001",NA,NA,NA,2700,2000,0
"594","060440130002",NA,NA,NA,NA,3000,0
"595","060440134002",NA,NA,100,NA,40,0
"596","060440134001",NA,NA,NA,55,40,0
"597","060440123001",NA,NA,NA,NA,500,1000
"598","060440123002","3 About The Same","5 Much Worse",NA,NA,500,1000
"599","060440115001","3 About The Same","5 Much Worse",NA,NA,1000,9000
"600","060440115002","4 A Little Worse","5 Much Worse",NA,NA,1000,9000
"601","060440129001",NA,NA,NA,NA,600,0
"602","060440129002",NA,NA,NA,NA,500,0
"603","060440126001","5 Much Worse","5 Much Worse",NA,NA,200,0
"604","060440126002","5 Much Worse","5 Much Worse",NA,NA,300,0
"605","060440132001",NA,NA,NA,NA,4500,0
"606","060440132002",NA,NA,NA,NA,NA,NA
"607","060440113001","3 About The Same","6 I Do Not Know",NA,NA,NA,NA
"608","060440113002","3 About The Same","3 About The Same",NA,NA,100,100
"609","060440121001","3 About The Same","5 Much Worse",NA,NA,1000,0
"610","060440121002","3 About The Same","5 Much Worse",NA,2000,1000,2000
"611","060440118001",NA,NA,NA,NA,NA,NA
"612","060440122001","3 About The Same","4 A Little Worse",NA,NA,500,10000
"613","060440122002","3 About The Same","4 A Little Worse",NA,NA,450,10000
"614","060440114001",NA,NA,NA,NA,NA,NA
"615","060440114002","5 Much Worse","5 Much Worse",NA,NA,1000,0
"616","060440128001","3 About The Same","5 Much Worse",NA,NA,400,0
"617","060440128002","3 About The Same","5 Much Worse",NA,NA,300,0
"618","060440111001","3 About The Same","3 About The Same",NA,NA,3000,5000
"619","060440111002","3 About The Same","5 Much Worse",NA,NA,1000,10000
"620","060440125002","4 A Little Worse","5 Much Worse",NA,NA,1000,0
"621","060440125001","3 About The Same","5 Much Worse",NA,NA,1000,0
"622","060440119002","3 About The Same","5 Much Worse",NA,NA,3000,30000
"623","060440119001","3 About The Same","3 About The Same",NA,NA,NA,0
"624","060440103002","3 About The Same","5 Much Worse",NA,NA,1000,30000
"625","060440103001","4 A Little Worse","6 I Do Not Know",NA,NA,1000,30000
"626","060440101001","4 A Little Worse","5 Much Worse",NA,NA,500,5000
"627","060440212001","3 About The Same","5 Much Worse",NA,2000,13000,0
"628","060440212002","3 About The Same","5 Much Worse",NA,NA,2500,0
"629","060440219001","4 A Little Worse","5 Much Worse",NA,NA,1000,10000
"630","060440219002","5 Much Worse","5 Much Worse",NA,NA,1000,0
"631","060440224002","4 A Little Worse","4 A Little Worse",NA,NA,5000,0
"632","060440224001","3 About The Same","5 Much Worse",NA,NA,5000,0
"633","060440216001","3 About The Same","5 Much Worse",NA,NA,200,0
"634","060440216002","3 About The Same","4 A Little Worse",NA,1200,200,0
"635","060440209002","3 About The Same","3 About The Same",NA,NA,800,30000
"636","060440209001","3 About The Same","3 About The Same",NA,NA,800,30000
"637","060440204001","5 Much Worse","5 Much Worse",NA,NA,300,10000
"638","060440221002","3 About The Same","3 About The Same",NA,NA,2000,0
"639","060440221001","3 About The Same","3 About The Same",NA,NA,2000,0
"640","060440201001","3 About The Same","3 About The Same",NA,NA,1000,20000
"641","060440201002",NA,NA,NA,NA,NA,NA
"642","060440205002","3 About The Same","4 A Little Worse",NA,NA,3000,10000
"643","060440205001","3 About The Same","5 Much Worse",NA,NA,3000,10000
"644","060440222001","3 About The Same","4 A Little Worse",NA,NA,1000,10000
"645","060440222002","3 About The Same","5 Much Worse",NA,NA,1000,12000
"646","060440214001","3 About The Same","5 Much Worse",NA,1700,0,0
"647","060440214002","4 A Little Worse","4 A Little Worse",NA,NA,0,0
"648","060440215001","3 About The Same","5 Much Worse",NA,NA,4000,18000
"649","060440215002","3 About The Same","5 Much Worse",NA,NA,5000,0
"650","060440220001","4 A Little Worse","5 Much Worse",NA,NA,7500,0
"651","060440220002","3 About The Same","4 A Little Worse",NA,NA,7500,0
"652","060440211001","3 About The Same","4 A Little Worse",NA,NA,0,0
"653","060440207002","3 About The Same","4 A Little Worse",NA,NA,200,0
"654","060440207001","3 About The Same","6 I Do Not Know",NA,NA,200,0
"655","060440217001","3 About The Same","5 Much Worse",NA,NA,2000,0
"656","060440217002","5 Much Worse","5 Much Worse",NA,NA,2000,0
"657","060440218001","3 About The Same","5 Much Worse",NA,NA,1000,0
"658","060440218002","5 Much Worse","5 Much Worse",NA,NA,400,0
"659","060440223002","5 Much Worse","4 A Little Worse",NA,NA,2000,0
"660","060440223001","3 About The Same","5 Much Worse",NA,NA,NA,0
"661","060440202001","5 Much Worse","5 Much Worse",NA,NA,1000,0
"662","060440202002","3 About The Same","5 Much Worse",NA,NA,1000,0
"663","060440206001",NA,NA,NA,NA,NA,NA
"664","060440206002","3 About The Same","4 A Little Worse",NA,NA,300,5000
"665","060440213001","3 About The Same","4 A Little Worse",NA,NA,1000,12000
"666","060440213002","3 About The Same","4 A Little Worse",NA,NA,1000,25000
"667","060440203002","4 A Little Worse","4 A Little Worse",600,NA,1500,10000
"668","060440203001","3 About The Same","3 About The Same",NA,NA,1500,8000
"669","060440225002",NA,NA,NA,NA,1300,0
"670","060440225001",NA,NA,NA,NA,4000,0
"671","060440324001","5 Much Worse","5 Much Worse",NA,NA,0,0
"672","060440317001","1 Much Better","4 A Little Worse",NA,NA,1000,5000
"673","060440306003","3 About The Same","5 Much Worse",8000,NA,1000,30000
"674","060440306002","3 About The Same","5 Much Worse",8000,NA,1000,30000
"675","060440302002","5 Much Worse","6 I Do Not Know",NA,NA,400,7000
"676","060440302001","5 Much Worse","3 About The Same",NA,NA,1000,5000
"677","060440316001","3 About The Same","5 Much Worse",NA,NA,10000,100
"678","060440316002","3 About The Same","5 Much Worse",NA,NA,10000,0
"679","060440301002","2 A Little Better","2 A Little Better",NA,NA,2000,20000
"680","060440301001",NA,NA,NA,NA,NA,NA
"681","060440309002","3 About The Same","3 About The Same",16000,NA,1000,0
"682","060440309001","4 A Little Worse","3 About The Same",NA,NA,300,0
"683","060440305001","3 About The Same","5 Much Worse",NA,NA,500,0
"684","060440310001","5 Much Worse","5 Much Worse",NA,NA,500,200
"685","060440328001","3 About The Same","4 A Little Worse",700,NA,NA,NA
"686","060440328002","5 Much Worse","5 Much Worse",NA,NA,100,100
"687","060440320001","4 A Little Worse",NA,NA,NA,1000,0
"688","060440312002","3 About The Same","4 A Little Worse",NA,NA,300,0
"689","060440312001",NA,NA,NA,NA,0,0
"690","060440322002","3 About The Same","4 A Little Worse",NA,NA,800,0
"691","060440322001",NA,NA,NA,NA,NA,NA
"692","060440303001","4 A Little Worse","4 A Little Worse",NA,NA,500,0
"693","060440315002","3 About The Same","3 About The Same",NA,NA,3000,0
